,case_id,activity,resource,start_timestamp,lifecycle:transition_start,end_timestamp,lifecycle:transition_end
129554,211459,W_Nabellen incomplete dossiers,10913,2012-03-13 15:23:49.356000+00:00,START,2012-03-13 15:17:37.861000+00:00,COMPLETE
129555,211459,W_Nabellen incomplete dossiers,10913,2012-03-13 15:23:49.356000+00:00,START,2012-03-13 15:24:02.411000+00:00,COMPLETE
129556,211459,W_Nabellen incomplete dossiers,10913,2012-03-13 15:23:49.356000+00:00,START,2012-03-13 15:26:35.804000+00:00,COMPLETE
129557,211459,W_Nabellen incomplete dossiers,10913,2012-03-13 15:24:08.680000+00:00,START,2012-03-13 15:17:37.861000+00:00,COMPLETE
129558,211459,W_Nabellen incomplete dossiers,10913,2012-03-13 15:24:08.680000+00:00,START,2012-03-13 15:24:02.411000+00:00,COMPLETE
129559,211459,W_Nabellen incomplete dossiers,10913,2012-03-13 15:24:08.680000+00:00,START,2012-03-13 15:26:35.804000+00:00,COMPLETE
129560,211459,W_Nabellen incomplete dossiers,10912,2012-03-13 15:36:05.988000+00:00,START,2012-03-13 15:37:07.859000+00:00,COMPLETE
129620,211507,W_Completeren aanvraag,11019,2012-02-22 09:51:41.686000+00:00,START,2012-02-22 09:54:48.816000+00:00,COMPLETE
129621,211507,W_Completeren aanvraag,11003,2012-02-22 13:42:16.350000+00:00,START,2012-02-22 13:42:23.036000+00:00,COMPLETE
129622,211507,W_Completeren aanvraag,11003,2012-02-22 13:42:16.350000+00:00,START,2012-02-22 15:57:30.959000+00:00,COMPLETE
129623,211507,W_Completeren aanvraag,11003,2012-02-22 13:42:16.350000+00:00,START,2012-02-22 16:44:36.970000+00:00,COMPLETE
129624,211507,W_Completeren aanvraag,11003,2012-02-22 15:57:14.696000+00:00,START,2012-02-22 13:42:23.036000+00:00,COMPLETE
129625,211507,W_Completeren aanvraag,11003,2012-02-22 15:57:14.696000+00:00,START,2012-02-22 15:57:30.959000+00:00,COMPLETE
129626,211507,W_Completeren aanvraag,11003,2012-02-22 15:57:14.696000+00:00,START,2012-02-22 16:44:36.970000+00:00,COMPLETE
129627,211507,W_Completeren aanvraag,11003,2012-02-22 16:34:25.835000+00:00,START,2012-02-22 13:42:23.036000+00:00,COMPLETE
129628,211507,W_Completeren aanvraag,11003,2012-02-22 16:34:25.835000+00:00,START,2012-02-22 15:57:30.959000+00:00,COMPLETE
129629,211507,W_Completeren aanvraag,11003,2012-02-22 16:34:25.835000+00:00,START,2012-02-22 16:44:36.970000+00:00,COMPLETE
129630,211507,W_Nabellen offertes,11003,2012-02-22 16:44:47.282000+00:00,START,2012-02-22 16:44:50.474000+00:00,COMPLETE
129631,211507,W_Nabellen offertes,11003,2012-02-22 16:44:47.282000+00:00,START,2012-02-22 16:46:08.618000+00:00,COMPLETE
129632,211507,W_Nabellen offertes,11003,2012-02-22 16:45:01.093000+00:00,START,2012-02-22 16:44:50.474000+00:00,COMPLETE
129633,211507,W_Nabellen offertes,11003,2012-02-22 16:45:01.093000+00:00,START,2012-02-22 16:46:08.618000+00:00,COMPLETE
129634,211507,W_Nabellen offertes,11122,2012-02-24 18:17:10.415000+00:00,START,2012-02-24 18:20:03.638000+00:00,COMPLETE
129635,211507,W_Nabellen offertes,11259,2012-02-28 12:36:15.647000+00:00,START,2012-02-28 12:36:27.528000+00:00,COMPLETE
129636,211507,W_Valideren aanvraag,10138,2012-03-01 15:03:59.475000+00:00,START,2012-03-01 15:04:01.084000+00:00,COMPLETE
129637,211507,W_Valideren aanvraag,10138,2012-03-01 15:03:59.475000+00:00,START,2012-03-01 15:23:59.161000+00:00,COMPLETE
129638,211507,W_Valideren aanvraag,10138,2012-03-01 15:04:52.988000+00:00,START,2012-03-01 15:04:01.084000+00:00,COMPLETE
129639,211507,W_Valideren aanvraag,10138,2012-03-01 15:04:52.988000+00:00,START,2012-03-01 15:23:59.161000+00:00,COMPLETE
129640,211507,W_Nabellen incomplete dossiers,10138,2012-03-01 15:33:31.294000+00:00,START,2012-03-01 15:38:23.125000+00:00,COMPLETE
129962,211624,W_Afhandelen leads,10932,2012-02-22 12:47:15.168000+00:00,START,2012-02-22 12:48:24.980000+00:00,COMPLETE
129963,211624,W_Completeren aanvraag,11203,2012-02-22 14:35:19.796000+00:00,START,2012-02-22 14:35:26.284000+00:00,COMPLETE
129964,211624,W_Completeren aanvraag,10913,2012-02-22 16:00:54.584000+00:00,START,2012-02-22 16:01:13.403000+00:00,COMPLETE
129965,211624,W_Completeren aanvraag,10861,2012-02-22 17:43:23.573000+00:00,START,2012-02-22 17:51:37.518000+00:00,COMPLETE
129966,211624,W_Nabellen offertes,10861,2012-02-22 17:51:49.722000+00:00,START,2012-02-22 17:52:41.149000+00:00,COMPLETE
129967,211624,W_Nabellen offertes,10881,2012-03-02 12:32:05.326000+00:00,START,2012-03-02 12:33:43.972000+00:00,COMPLETE
129968,211624,W_Nabellen offertes,11203,2012-03-09 10:09:59.015000+00:00,START,2012-03-09 10:12:00.147000+00:00,COMPLETE
129969,211624,W_Nabellen offertes,10899,2012-03-09 10:24:50.620000+00:00,START,2012-03-09 10:25:05.299000+00:00,COMPLETE
129970,211624,W_Valideren aanvraag,11289,2012-03-14 14:34:35.152000+00:00,START,2012-03-14 15:21:15.655000+00:00,COMPLETE
129971,211624,W_Nabellen incomplete dossiers,10863,2012-03-14 15:53:26.483000+00:00,START,2012-03-14 15:56:07.999000+00:00,COMPLETE
129972,211624,W_Nabellen incomplete dossiers,11203,2012-03-14 16:04:46.192000+00:00,START,2012-03-14 16:04:54.681000+00:00,COMPLETE
130097,211676,W_Afhandelen leads,11003,2012-02-22 13:06:31.604000+00:00,START,2012-02-22 13:09:05.255000+00:00,COMPLETE
130098,211676,W_Afhandelen leads,11003,2012-02-22 13:06:31.604000+00:00,START,2012-02-22 13:09:33.181000+00:00,COMPLETE
130099,211676,W_Afhandelen leads,11003,2012-02-22 13:09:07.799000+00:00,START,2012-02-22 13:09:05.255000+00:00,COMPLETE
130100,211676,W_Afhandelen leads,11003,2012-02-22 13:09:07.799000+00:00,START,2012-02-22 13:09:33.181000+00:00,COMPLETE
130102,211691,W_Completeren aanvraag,11003,2012-02-22 16:08:37.041000+00:00,START,2012-02-22 16:13:44.665000+00:00,COMPLETE
130103,211691,W_Completeren aanvraag,10861,2012-02-22 18:51:57.920000+00:00,START,2012-02-22 18:54:50.422000+00:00,COMPLETE
130104,211691,W_Completeren aanvraag,10913,2012-02-23 10:04:26.256000+00:00,START,2012-02-23 10:13:11.993000+00:00,COMPLETE
130105,211691,W_Nabellen offertes,11203,2012-03-02 15:20:47.154000+00:00,START,2012-03-02 15:24:14.348000+00:00,COMPLETE
130106,211691,W_Nabellen offertes,11119,2012-03-03 15:51:02.001000+00:00,START,2012-03-03 15:52:41.396000+00:00,COMPLETE
130107,211691,W_Nabellen offertes,11319,2012-03-05 14:40:05.747000+00:00,START,2012-03-05 14:41:37.313000+00:00,COMPLETE
130108,211691,W_Nabellen offertes,11319,2012-03-05 14:40:05.747000+00:00,START,2012-03-05 16:19:47.620000+00:00,COMPLETE
130109,211691,W_Nabellen offertes,11319,2012-03-05 16:01:32.263000+00:00,START,2012-03-05 14:41:37.313000+00:00,COMPLETE
130110,211691,W_Nabellen offertes,11319,2012-03-05 16:01:32.263000+00:00,START,2012-03-05 16:19:47.620000+00:00,COMPLETE
130112,211706,W_Completeren aanvraag,11003,2012-02-22 16:47:22.810000+00:00,START,2012-02-22 16:53:15.969000+00:00,COMPLETE
130113,211706,W_Nabellen offertes,11003,2012-02-22 16:54:17.842000+00:00,START,2012-02-22 16:57:04.562000+00:00,COMPLETE
130114,211706,W_Nabellen offertes,10881,2012-03-02 12:24:20.572000+00:00,START,2012-03-02 12:28:41.274000+00:00,COMPLETE
130115,211706,W_Nabellen offertes,10881,2012-03-02 12:24:20.572000+00:00,START,2012-03-02 12:30:52.145000+00:00,COMPLETE
130116,211706,W_Nabellen offertes,10881,2012-03-02 12:28:51.332000+00:00,START,2012-03-02 12:28:41.274000+00:00,COMPLETE
130117,211706,W_Nabellen offertes,10881,2012-03-02 12:28:51.332000+00:00,START,2012-03-02 12:30:52.145000+00:00,COMPLETE
130118,211706,W_Nabellen offertes,11049,2012-03-08 10:56:49.301000+00:00,START,2012-03-08 10:58:04.440000+00:00,COMPLETE
130119,211706,W_Valideren aanvraag,11339,2012-03-14 14:06:38.007000+00:00,START,2012-03-14 14:14:10.295000+00:00,COMPLETE
130120,211709,W_Completeren aanvraag,10932,2012-02-22 11:21:03.279000+00:00,START,2012-02-22 11:29:33.112000+00:00,COMPLETE
130121,211709,W_Nabellen offertes,10932,2012-02-22 11:58:28.098000+00:00,START,2012-02-22 12:03:47.337000+00:00,COMPLETE
130122,211709,W_Nabellen offertes,11181,2012-03-01 15:35:42.949000+00:00,START,2012-03-01 15:35:55.060000+00:00,COMPLETE
130123,211709,W_Nabellen offertes,10913,2012-03-02 19:49:21.869000+00:00,START,2012-03-02 19:52:39.814000+00:00,COMPLETE
130124,211709,W_Nabellen offertes,11009,2012-03-13 11:42:11.885000+00:00,START,2012-03-13 11:51:27.727000+00:00,COMPLETE
130232,211778,W_Completeren aanvraag,10863,2012-02-22 13:35:37.926000+00:00,START,2012-02-22 13:40:11.738000+00:00,COMPLETE
130233,211778,W_Nabellen offertes,10863,2012-02-22 13:42:05.749000+00:00,START,2012-02-22 13:55:57.601000+00:00,COMPLETE
130234,211778,W_Nabellen offertes,10881,2012-03-02 10:39:35.588000+00:00,START,2012-03-02 10:41:02.613000+00:00,COMPLETE
130235,211778,W_Nabellen offertes,10881,2012-03-02 10:39:35.588000+00:00,START,2012-03-02 12:14:55.658000+00:00,COMPLETE
130236,211778,W_Nabellen offertes,10881,2012-03-02 12:11:52.748000+00:00,START,2012-03-02 10:41:02.613000+00:00,COMPLETE
130237,211778,W_Nabellen offertes,10881,2012-03-02 12:11:52.748000+00:00,START,2012-03-02 12:14:55.658000+00:00,COMPLETE
130276,211814,W_Completeren aanvraag,11003,2012-02-22 19:30:13.798000+00:00,START,2012-02-22 19:32:03.158000+00:00,COMPLETE
130281,211823,W_Afhandelen leads,11122,2012-02-22 15:41:54.438000+00:00,START,2012-02-22 15:50:07.939000+00:00,COMPLETE
130348,211850,W_Completeren aanvraag,10861,2012-02-22 19:49:06.755000+00:00,START,2012-02-22 19:50:54.541000+00:00,COMPLETE
130349,211850,W_Completeren aanvraag,11169,2012-02-23 09:08:43.745000+00:00,START,2012-02-23 09:28:59.972000+00:00,COMPLETE
130350,211850,W_Nabellen offertes,11009,2012-02-27 09:03:42.259000+00:00,START,2012-02-27 09:06:13.237000+00:00,COMPLETE
130351,211850,W_Nabellen offertes,11009,2012-02-27 09:03:42.259000+00:00,START,2012-02-27 09:42:36.477000+00:00,COMPLETE
130352,211850,W_Nabellen offertes,11009,2012-02-27 09:41:19.687000+00:00,START,2012-02-27 09:06:13.237000+00:00,COMPLETE
130353,211850,W_Nabellen offertes,11009,2012-02-27 09:41:19.687000+00:00,START,2012-02-27 09:42:36.477000+00:00,COMPLETE
130354,211850,W_Nabellen offertes,11180,2012-03-01 09:12:40.143000+00:00,START,2012-03-01 09:18:00.031000+00:00,COMPLETE
130355,211850,W_Nabellen offertes,10899,2012-03-02 09:34:20.782000+00:00,START,2012-03-02 09:34:47.947000+00:00,COMPLETE
130356,211850,W_Valideren aanvraag,10138,2012-03-06 12:20:40.947000+00:00,START,2012-03-06 12:42:01.620000+00:00,COMPLETE
130357,211850,W_Nabellen incomplete dossiers,10138,2012-03-06 14:41:55.753000+00:00,START,2012-03-06 14:44:39.059000+00:00,COMPLETE
130406,211880,W_Completeren aanvraag,11309,2012-02-23 09:12:20.403000+00:00,START,2012-02-23 09:14:21.940000+00:00,COMPLETE
130407,211880,W_Completeren aanvraag,11309,2012-02-23 09:12:20.403000+00:00,START,2012-02-23 09:49:08.203000+00:00,COMPLETE
130408,211880,W_Completeren aanvraag,11309,2012-02-23 09:14:29.960000+00:00,START,2012-02-23 09:14:21.940000+00:00,COMPLETE
130409,211880,W_Completeren aanvraag,11309,2012-02-23 09:14:29.960000+00:00,START,2012-02-23 09:49:08.203000+00:00,COMPLETE
130410,211880,W_Nabellen offertes,11309,2012-02-23 09:49:32.913000+00:00,START,2012-02-23 10:07:41.282000+00:00,COMPLETE
130411,211880,W_Nabellen offertes,11049,2012-02-28 14:00:16.889000+00:00,START,2012-02-28 14:02:38.405000+00:00,COMPLETE
130412,211880,W_Valideren aanvraag,10138,2012-03-01 09:58:14.353000+00:00,START,2012-03-01 10:18:36.158000+00:00,COMPLETE
130610,211949,W_Completeren aanvraag,11201,2012-02-23 09:56:35.462000+00:00,START,2012-02-23 10:03:50.827000+00:00,COMPLETE
130611,211949,W_Completeren aanvraag,11169,2012-02-23 10:41:57.983000+00:00,START,2012-02-23 10:51:06.064000+00:00,COMPLETE
130612,211949,W_Nabellen offertes,11203,2012-03-02 15:33:10.637000+00:00,START,2012-03-02 15:35:36.976000+00:00,COMPLETE
130635,211964,W_Completeren aanvraag,11121,2012-02-23 10:01:41.581000+00:00,START,2012-02-23 10:04:09.051000+00:00,COMPLETE
130636,211964,W_Completeren aanvraag,11309,2012-02-23 12:28:55.148000+00:00,START,2012-02-23 12:31:31.680000+00:00,COMPLETE
130637,211964,W_Completeren aanvraag,11309,2012-02-23 12:28:55.148000+00:00,START,2012-02-23 13:03:01.460000+00:00,COMPLETE
130638,211964,W_Completeren aanvraag,11309,2012-02-23 13:02:54.565000+00:00,START,2012-02-23 12:31:31.680000+00:00,COMPLETE
130639,211964,W_Completeren aanvraag,11309,2012-02-23 13:02:54.565000+00:00,START,2012-02-23 13:03:01.460000+00:00,COMPLETE
130640,211964,W_Completeren aanvraag,10933,2012-02-23 17:33:13.750000+00:00,START,2012-02-23 17:35:33.396000+00:00,COMPLETE
130641,211964,W_Completeren aanvraag,10982,2012-02-23 20:08:51.558000+00:00,START,2012-02-23 20:23:40.800000+00:00,COMPLETE
130642,211964,W_Nabellen offertes,10982,2012-02-23 20:24:11.547000+00:00,START,2012-02-23 20:24:57.008000+00:00,COMPLETE
130643,211964,W_Nabellen offertes,11119,2012-03-03 10:42:33.449000+00:00,START,2012-03-03 10:45:01.216000+00:00,COMPLETE
130644,211964,W_Nabellen offertes,11203,2012-03-09 10:21:10.433000+00:00,START,2012-03-09 10:23:24.032000+00:00,COMPLETE
130645,211964,W_Nabellen offertes,11003,2012-03-09 13:29:01.321000+00:00,START,2012-03-09 13:29:08.104000+00:00,COMPLETE
130646,211964,W_Nabellen offertes,11003,2012-03-09 13:29:01.321000+00:00,START,2012-03-09 13:35:39.999000+00:00,COMPLETE
130647,211964,W_Nabellen offertes,11003,2012-03-09 13:35:26.621000+00:00,START,2012-03-09 13:29:08.104000+00:00,COMPLETE
130648,211964,W_Nabellen offertes,11003,2012-03-09 13:35:26.621000+00:00,START,2012-03-09 13:35:39.999000+00:00,COMPLETE
130649,211964,W_Nabellen offertes,11300,2012-03-09 13:39:51.080000+00:00,START,2012-03-09 13:43:33.125000+00:00,COMPLETE
130650,211964,W_Nabellen offertes,11300,2012-03-09 13:39:51.080000+00:00,START,2012-03-09 13:46:05.456000+00:00,COMPLETE
130651,211964,W_Nabellen offertes,11300,2012-03-09 13:45:10.369000+00:00,START,2012-03-09 13:43:33.125000+00:00,COMPLETE
130652,211964,W_Nabellen offertes,11300,2012-03-09 13:45:10.369000+00:00,START,2012-03-09 13:46:05.456000+00:00,COMPLETE
130653,211964,W_Nabellen offertes,10881,2012-03-09 15:04:54.280000+00:00,START,2012-03-09 15:10:34.604000+00:00,COMPLETE
130654,211967,W_Completeren aanvraag,11201,2012-02-23 10:04:02.704000+00:00,START,2012-02-23 10:06:50.975000+00:00,COMPLETE
130655,211967,W_Completeren aanvraag,11302,2012-02-23 13:16:50.429000+00:00,START,2012-02-23 13:21:41.160000+00:00,COMPLETE
130656,211967,W_Completeren aanvraag,10933,2012-02-23 17:37:20.282000+00:00,START,2012-02-23 17:39:47.841000+00:00,COMPLETE
130657,211967,W_Completeren aanvraag,10933,2012-02-23 17:37:20.282000+00:00,START,2012-02-24 10:43:45.359000+00:00,COMPLETE
130658,211967,W_Completeren aanvraag,10933,2012-02-23 17:37:20.282000+00:00,START,2012-02-24 10:50:45.896000+00:00,COMPLETE
130659,211967,W_Completeren aanvraag,10933,2012-02-23 17:37:20.282000+00:00,START,2012-02-24 15:24:49.800000+00:00,COMPLETE
130660,211967,W_Completeren aanvraag,10933,2012-02-23 17:37:20.282000+00:00,START,2012-02-24 15:26:30.454000+00:00,COMPLETE
130661,211967,W_Completeren aanvraag,10933,2012-02-23 17:37:20.282000+00:00,START,2012-02-24 15:28:36.784000+00:00,COMPLETE
130662,211967,W_Completeren aanvraag,10933,2012-02-24 10:36:36.283000+00:00,START,2012-02-23 17:39:47.841000+00:00,COMPLETE
130663,211967,W_Completeren aanvraag,10933,2012-02-24 10:36:36.283000+00:00,START,2012-02-24 10:43:45.359000+00:00,COMPLETE
130664,211967,W_Completeren aanvraag,10933,2012-02-24 10:36:36.283000+00:00,START,2012-02-24 10:50:45.896000+00:00,COMPLETE
130665,211967,W_Completeren aanvraag,10933,2012-02-24 10:36:36.283000+00:00,START,2012-02-24 15:24:49.800000+00:00,COMPLETE
130666,211967,W_Completeren aanvraag,10933,2012-02-24 10:36:36.283000+00:00,START,2012-02-24 15:26:30.454000+00:00,COMPLETE
130667,211967,W_Completeren aanvraag,10933,2012-02-24 10:36:36.283000+00:00,START,2012-02-24 15:28:36.784000+00:00,COMPLETE
130668,211967,W_Completeren aanvraag,10933,2012-02-24 10:48:11.377000+00:00,START,2012-02-23 17:39:47.841000+00:00,COMPLETE
130669,211967,W_Completeren aanvraag,10933,2012-02-24 10:48:11.377000+00:00,START,2012-02-24 10:43:45.359000+00:00,COMPLETE
130670,211967,W_Completeren aanvraag,10933,2012-02-24 10:48:11.377000+00:00,START,2012-02-24 10:50:45.896000+00:00,COMPLETE
130671,211967,W_Completeren aanvraag,10933,2012-02-24 10:48:11.377000+00:00,START,2012-02-24 15:24:49.800000+00:00,COMPLETE
130672,211967,W_Completeren aanvraag,10933,2012-02-24 10:48:11.377000+00:00,START,2012-02-24 15:26:30.454000+00:00,COMPLETE
130673,211967,W_Completeren aanvraag,10933,2012-02-24 10:48:11.377000+00:00,START,2012-02-24 15:28:36.784000+00:00,COMPLETE
130674,211967,W_Completeren aanvraag,10933,2012-02-24 15:13:36.987000+00:00,START,2012-02-23 17:39:47.841000+00:00,COMPLETE
130675,211967,W_Completeren aanvraag,10933,2012-02-24 15:13:36.987000+00:00,START,2012-02-24 10:43:45.359000+00:00,COMPLETE
130676,211967,W_Completeren aanvraag,10933,2012-02-24 15:13:36.987000+00:00,START,2012-02-24 10:50:45.896000+00:00,COMPLETE
130677,211967,W_Completeren aanvraag,10933,2012-02-24 15:13:36.987000+00:00,START,2012-02-24 15:24:49.800000+00:00,COMPLETE
130678,211967,W_Completeren aanvraag,10933,2012-02-24 15:13:36.987000+00:00,START,2012-02-24 15:26:30.454000+00:00,COMPLETE
130679,211967,W_Completeren aanvraag,10933,2012-02-24 15:13:36.987000+00:00,START,2012-02-24 15:28:36.784000+00:00,COMPLETE
130680,211967,W_Completeren aanvraag,10933,2012-02-24 15:24:57.792000+00:00,START,2012-02-23 17:39:47.841000+00:00,COMPLETE
130681,211967,W_Completeren aanvraag,10933,2012-02-24 15:24:57.792000+00:00,START,2012-02-24 10:43:45.359000+00:00,COMPLETE
130682,211967,W_Completeren aanvraag,10933,2012-02-24 15:24:57.792000+00:00,START,2012-02-24 10:50:45.896000+00:00,COMPLETE
130683,211967,W_Completeren aanvraag,10933,2012-02-24 15:24:57.792000+00:00,START,2012-02-24 15:24:49.800000+00:00,COMPLETE
130684,211967,W_Completeren aanvraag,10933,2012-02-24 15:24:57.792000+00:00,START,2012-02-24 15:26:30.454000+00:00,COMPLETE
130685,211967,W_Completeren aanvraag,10933,2012-02-24 15:24:57.792000+00:00,START,2012-02-24 15:28:36.784000+00:00,COMPLETE
130686,211967,W_Completeren aanvraag,10933,2012-02-24 15:26:45.505000+00:00,START,2012-02-23 17:39:47.841000+00:00,COMPLETE
130687,211967,W_Completeren aanvraag,10933,2012-02-24 15:26:45.505000+00:00,START,2012-02-24 10:43:45.359000+00:00,COMPLETE
130688,211967,W_Completeren aanvraag,10933,2012-02-24 15:26:45.505000+00:00,START,2012-02-24 10:50:45.896000+00:00,COMPLETE
130689,211967,W_Completeren aanvraag,10933,2012-02-24 15:26:45.505000+00:00,START,2012-02-24 15:24:49.800000+00:00,COMPLETE
130690,211967,W_Completeren aanvraag,10933,2012-02-24 15:26:45.505000+00:00,START,2012-02-24 15:26:30.454000+00:00,COMPLETE
130691,211967,W_Completeren aanvraag,10933,2012-02-24 15:26:45.505000+00:00,START,2012-02-24 15:28:36.784000+00:00,COMPLETE
130692,211967,W_Nabellen offertes,10933,2012-02-24 15:30:00.912000+00:00,START,2012-02-24 15:35:56.766000+00:00,COMPLETE
130693,211967,W_Nabellen offertes,11119,2012-03-03 11:50:34.362000+00:00,START,2012-03-03 11:53:44.543000+00:00,COMPLETE
130694,211967,W_Nabellen offertes,11203,2012-03-09 11:23:47.193000+00:00,START,2012-03-09 11:35:16.827000+00:00,COMPLETE
130695,211967,W_Nabellen offertes,11122,2012-03-09 19:15:43.839000+00:00,START,2012-03-09 19:24:05.081000+00:00,COMPLETE
130808,212009,W_Completeren aanvraag,11121,2012-02-23 10:37:19.003000+00:00,START,2012-02-23 10:39:41.930000+00:00,COMPLETE
130809,212009,W_Completeren aanvraag,11309,2012-02-23 13:23:13.925000+00:00,START,2012-02-23 13:44:21.644000+00:00,COMPLETE
130810,212009,W_Nabellen offertes,11309,2012-02-23 13:45:24.085000+00:00,START,2012-02-23 13:49:29.950000+00:00,COMPLETE
130811,212009,W_Nabellen offertes,10899,2012-03-01 10:35:37.041000+00:00,START,2012-03-01 10:38:51.659000+00:00,COMPLETE
130812,212009,W_Valideren aanvraag,10972,2012-03-02 10:52:06.574000+00:00,START,2012-03-02 11:37:26.897000+00:00,COMPLETE
130813,212009,W_Nabellen incomplete dossiers,10912,2012-03-02 14:02:31.506000+00:00,START,2012-03-02 14:03:47.794000+00:00,COMPLETE
130814,212009,W_Nabellen incomplete dossiers,10912,2012-03-02 14:02:31.506000+00:00,START,2012-03-02 15:27:02.044000+00:00,COMPLETE
130815,212009,W_Nabellen incomplete dossiers,10912,2012-03-02 14:41:10.540000+00:00,START,2012-03-02 14:03:47.794000+00:00,COMPLETE
130816,212009,W_Nabellen incomplete dossiers,10912,2012-03-02 14:41:10.540000+00:00,START,2012-03-02 15:27:02.044000+00:00,COMPLETE
130928,212037,W_Completeren aanvraag,11179,2012-02-23 10:15:19.318000+00:00,START,2012-02-23 10:17:44.762000+00:00,COMPLETE
130929,212037,W_Completeren aanvraag,11302,2012-02-23 11:32:20.616000+00:00,START,2012-02-23 11:43:37.150000+00:00,COMPLETE
131017,212067,W_Afhandelen leads,11201,2012-02-23 11:07:45.695000+00:00,START,2012-02-23 11:07:53.429000+00:00,COMPLETE
131018,212067,W_Afhandelen leads,11203,2012-02-23 12:03:12.701000+00:00,START,2012-02-23 12:04:01.985000+00:00,COMPLETE
131059,212085,W_Completeren aanvraag,11179,2012-02-23 12:34:13.786000+00:00,START,2012-02-23 12:35:41.485000+00:00,COMPLETE
131060,212085,W_Completeren aanvraag,11179,2012-02-23 12:34:13.786000+00:00,START,2012-02-23 12:44:56.938000+00:00,COMPLETE
131061,212085,W_Completeren aanvraag,11179,2012-02-23 12:39:54.846000+00:00,START,2012-02-23 12:35:41.485000+00:00,COMPLETE
131062,212085,W_Completeren aanvraag,11179,2012-02-23 12:39:54.846000+00:00,START,2012-02-23 12:44:56.938000+00:00,COMPLETE
131072,212103,W_Afhandelen leads,10931,2012-02-23 11:47:24.585000+00:00,START,2012-02-23 11:48:48.956000+00:00,COMPLETE
131073,212103,W_Afhandelen leads,10931,2012-02-23 11:47:24.585000+00:00,START,2012-02-23 11:54:56.030000+00:00,COMPLETE
131074,212103,W_Afhandelen leads,10931,2012-02-23 11:50:21.248000+00:00,START,2012-02-23 11:48:48.956000+00:00,COMPLETE
131075,212103,W_Afhandelen leads,10931,2012-02-23 11:50:21.248000+00:00,START,2012-02-23 11:54:56.030000+00:00,COMPLETE
131076,212103,W_Completeren aanvraag,10931,2012-02-23 12:08:28.909000+00:00,START,2012-02-23 12:10:42.877000+00:00,COMPLETE
131077,212103,W_Completeren aanvraag,10931,2012-02-23 12:08:28.909000+00:00,START,2012-02-23 14:06:35.397000+00:00,COMPLETE
131078,212103,W_Completeren aanvraag,11201,2012-02-23 12:26:58.432000+00:00,START,2012-02-23 12:27:11.192000+00:00,COMPLETE
131079,212103,W_Completeren aanvraag,11121,2012-02-23 12:46:12.539000+00:00,START,2012-02-23 12:48:52.235000+00:00,COMPLETE
131080,212103,W_Completeren aanvraag,10931,2012-02-23 14:03:36.943000+00:00,START,2012-02-23 12:10:42.877000+00:00,COMPLETE
131081,212103,W_Completeren aanvraag,10931,2012-02-23 14:03:36.943000+00:00,START,2012-02-23 14:06:35.397000+00:00,COMPLETE
131082,212103,W_Completeren aanvraag,11003,2012-02-23 15:37:53.775000+00:00,START,2012-02-23 15:41:41.843000+00:00,COMPLETE
131083,212103,W_Nabellen offertes,11119,2012-03-03 10:14:54.598000+00:00,START,2012-03-03 10:15:20.940000+00:00,COMPLETE
131084,212103,W_Nabellen offertes,10899,2012-03-05 11:25:34.976000+00:00,START,2012-03-05 11:26:55.582000+00:00,COMPLETE
131085,212103,W_Valideren aanvraag,10138,2012-03-08 15:19:56.656000+00:00,START,2012-03-08 15:39:39.898000+00:00,COMPLETE
131126,212118,W_Afhandelen leads,11121,2012-02-23 12:55:22.824000+00:00,START,2012-02-23 12:57:23.525000+00:00,COMPLETE
131127,212118,W_Completeren aanvraag,11309,2012-02-23 13:03:24.477000+00:00,START,2012-02-23 13:04:01.496000+00:00,COMPLETE
131128,212118,W_Completeren aanvraag,11309,2012-02-23 13:03:24.477000+00:00,START,2012-02-23 13:06:43.449000+00:00,COMPLETE
131129,212118,W_Completeren aanvraag,11309,2012-02-23 13:06:24.506000+00:00,START,2012-02-23 13:04:01.496000+00:00,COMPLETE
131130,212118,W_Completeren aanvraag,11309,2012-02-23 13:06:24.506000+00:00,START,2012-02-23 13:06:43.449000+00:00,COMPLETE
131131,212118,W_Completeren aanvraag,11302,2012-02-23 13:32:27.223000+00:00,START,2012-02-23 13:35:27.117000+00:00,COMPLETE
131132,212118,W_Completeren aanvraag,11169,2012-02-23 13:39:29.767000+00:00,START,2012-02-23 13:46:44.983000+00:00,COMPLETE
131133,212118,W_Nabellen offertes,11169,2012-02-23 13:47:47.209000+00:00,START,2012-02-23 13:48:59.082000+00:00,COMPLETE
131134,212118,W_Nabellen offertes,11203,2012-03-02 15:54:50.604000+00:00,START,2012-03-02 15:56:57.888000+00:00,COMPLETE
131135,212118,W_Nabellen offertes,11203,2012-03-02 15:54:50.604000+00:00,START,2012-03-13 12:37:41.501000+00:00,COMPLETE
131136,212118,W_Nabellen offertes,11203,2012-03-02 15:54:50.604000+00:00,START,2012-03-13 12:40:54.348000+00:00,COMPLETE
131137,212118,W_Nabellen offertes,11319,2012-03-05 16:36:49.209000+00:00,START,2012-03-05 16:39:48.711000+00:00,COMPLETE
131138,212118,W_Nabellen offertes,10881,2012-03-06 11:42:47.954000+00:00,START,2012-03-06 11:42:57.302000+00:00,COMPLETE
131139,212118,W_Nabellen offertes,10881,2012-03-06 11:42:47.954000+00:00,START,2012-03-06 12:54:50.502000+00:00,COMPLETE
